Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Bill Grier [1275],,46,732,2,0,225,707
Rhode Island,Jim Baron [151],,94,732,2,0,161,707
Southern Utah,Roger Reid [2663],,60,732,2,0,161,707
Norfolk State,Anthony Evans [990],,238,732,2,0,193,707
Saint Francis (PA),Don Friday [1124],,228,732,2,0,256,707
Hofstra,Mo Cassara [522],,55,732,2,0,97,707
Southern Mississippi,Larry Eustachy [989],,287,732,2,0,65,707
Old Dominion,Blaine Taylor [3120],,54,732,2,0,1,707
New Hampshire,Bill Herrion [1445],,148,732,2,0,193,707
Indiana State,Greg Lansing [1850],,124,732,2,0,33,707
Central Arkansas,Corliss Williamson [3421],,337,732,2,0,322,707
Cincinnati,Mick Cronin [702],,284,732,2,0,225,707
Troy,Don Maestri [1987],,252,732,2,0,284,707
Morehead State,Donnie Tyndall [3214],,237,732,2,0,65,707
Tennessee,Cuonzo Martin [2027],,167,732,2,0,161,707
Chattanooga,John Shulman [2917],,149,732,2,0,193,707
Quinnipiac,Tom Moore [2261],,224,732,2,0,129,707
Utah Valley,Dick Hunsaker [1562],,10,732,2,0,1,707
Memphis,Josh Pastner [2476],,286,732,2,0,33,707
Providence,Ed Cooley [650],,301,732,2,0,334,707
Missouri State,Paul Lusk [1959],,122,732,2,0,1,707
American,Jeff Jones [1672],,11,732,2,0,33,707
Mississippi,Andy Kennedy [1737],,170,732,2,0,256,707
La Salle,John Giannini [1181],,95,732,2,0,129,707
Green Bay,Brian Wardle [3303],,264,732,2,0,193,707
Purdue,Matt Painter [2455],,125,732,2,0,65,707
Weber State,Randy Rahe [2624],,60,732,2,0,65,707
Portland,Eric Reveno [2674],,44,732,2,0,129,707
Alabama-Birmingham,Mike Davis [768],,260,732,2,0,97,707
Kansas State,Frank Martin [2031],,147,732,2,0,65,707
Saint Peter's,John Dunne [905],,226,732,2,0,97,707
Maryland-Eastern Shore,Frankie Allen [38],,244,732,2,0,129,707
Stephen F. Austin,Danny Kaspar [1706],,334,732,2,0,225,707
Penn State,Patrick Chambers [538],,163,732,2,0,129,707
Fordham,Tom Pecora [2492],,102,732,2,0,336,707
Maine,Ted Woodward [3469],,147,732,2,0,161,707
Northern Illinois,Mark Montgomery [2253],,279,732,2,0,284,707
Buffalo,Reggie Witherspoon [3454],,277,732,2,0,225,707
Cal State Fullerton,Bob Burton [435],,276,732,2,0,97,707
East Carolina,Jeff Lebo [1875],,288,732,2,0,225,707
Eastern Kentucky,Jeff Neubauer [2352],,241,732,2,0,193,707
Illinois-Chicago,Howard Moore [2260],,265,732,2,0,284,707
Houston Baptist,Ron Cotrell [667],,18,732,2,0,161,707
North Carolina-Greensboro,Mike Dement [792],Wes Miller [2221],153,732,2,0,256,707
Bradley,Geno Ford [1088],,130,732,2,0,193,707
St. Francis (NY),Glenn Braica [322],,226,732,2,0,193,707
Creighton,Greg McDermott [2101],,125,732,2,0,129,707
Mississippi Valley State,Sean Woods [3468],,257,732,2,0,97,707
Bowling Green State,Louis Orr [2438],,276,732,2,0,97,707
Georgetown,John Thompson [3153],,290,732,2,0,256,707
Marshall,Tom Herrion [1446],,285,732,2,0,161,707
Wisconsin,Bo Ryan [2795],,150,732,2,0,33,707
Colorado State,Tim Miles [2202],,38,732,2,0,129,707
Colgate,Matt Langel [1846],,103,732,2,0,193,707
Duke,Mike Krzyzewski [1814],,38,732,2,0,1,707
Brigham Young,Dave Rose [2763],,16,732,2,0,1,707
Western Carolina,Larry Hunter [1570],,150,732,2,0,33,707
Washington,Lorenzo Romar [2755],,324,732,2,0,1,707
Tennessee-Martin,Jason James [1610],,242,732,2,0,161,707
Louisiana-Lafayette,Bob Marlin [2020],,248,732,2,0,1,707
Arizona State,Herb Sendek [2882],,328,732,2,0,256,707
Florida International,Isiah Thomas [3144],,251,732,2,0,256,707
Florida Atlantic,Mike Jarvis [1620],,126,732,2,0,33,707
Austin Peay,Dave Loos [1939],,239,732,2,0,129,707
College of Charleston,Bobby Cremins [695],,147,732,2,0,65,707
Portland State,Tyler Geving [1179],,69,732,2,0,129,707
Southeast Missouri State,Dickey Nutt [2386],,244,732,2,0,256,707
Fairleigh Dickinson,Greg Vetrone [3250],,232,732,2,0,322,707
Kent State,Rob Senderoff [2883],,259,732,2,0,33,707
Robert Morris,Andrew Toole [3183],,223,732,2,0,65,707
