Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Jim Brovelli [363],,80,379,2,0,131,368
Rhode Island,Claude English [978],,68,379,2,0,1,368
Hofstra,Dick Berg [219],,28,379,2,0,181,368
New Hampshire,Gerry Friel [1127],,10,379,2,0,105,368
Indiana State,Bill Hodges [1493],,181,379,2,0,181,368
Cincinnati,Ed Badger [112],,118,379,2,0,27,368
Morehead State,Wayne Martin [2036],,81,379,2,0,131,368
Tennessee,Don DeVoe [808],,131,379,2,0,27,368
Chattanooga,Murray Arnold [94],,183,379,2,0,1,368
Memphis,Dana Kirk [1771],,121,379,2,0,105,368
Providence,Joseph Mullaney [2298],,195,379,2,0,181,368
West Chester,Earl Voss [3261],,63,379,2,0,216,368
American,Gary Williams [3403],,7,379,2,0,27,368
Mississippi,Bob Weltlich [3345],,146,379,2,0,105,368
La Salle,Lefty Ervin [984],,21,379,2,0,79,368
Purdue,Gene Keady [1710],,152,379,2,0,157,368
Weber State,Neil McCarthy [2076],,61,379,2,0,131,368
Portland,Jack Avina [106],,78,379,2,0,27,368
Alabama-Birmingham,Gene Bartow [163],,67,379,2,0,27,368
Kansas State,Jack Hartman [1384],,175,379,2,0,79,368
Maine,Skip Chappelle [546],,5,379,2,0,27,368
Northern Illinois,John McDougal [2114],,208,379,2,0,27,368
Cal State Fullerton,George McQuarn [2160],,89,379,2,0,181,368
Eastern Kentucky,Max Good [1224],,79,379,2,0,79,368
Houston Baptist,Gene Iba [1588],,122,379,2,0,1,368
Bradley,Dick Versace [3248],,177,379,2,0,79,368
Creighton,Willie Reed [2654],,174,379,2,0,27,368
Mississippi Valley State,Pop Gaines [1138],,147,379,2,0,131,368
Bowling Green State,John Weinert [3337],,212,379,2,0,131,368
Georgetown,John Thompson [3154],,190,379,2,0,27,368
Marshall,Bob Zuffelato [3511],,187,379,2,0,105,368
Wisconsin,Bill Cofield [600],,158,379,2,0,200,368
Colorado State,Tony McAndrews [2055],,61,379,2,0,181,368
Colgate,Mike Griffin [1278],,11,379,2,0,131,368
Duke,Mike Krzyzewski [1814],,37,379,2,0,105,368
Brigham Young,Frank Arnold [92],,56,379,2,0,1,368
Western Carolina,Steve Cottrell [668],,188,379,2,0,27,368
Washington,Marv Harshman [1381],,120,379,2,0,131,368
Louisiana-Lafayette,Bobby Paschal [2473],,28,379,2,0,53,368
Arizona State,Ned Wulk [3482],,10,379,2,0,1,368
Austin Peay,Ron Bargatze [139],,77,379,2,0,53,368
Kent State,Ed Douma [866],,215,379,2,0,200,368
Seton Hall,Hoddy Mahon [1994],,193,379,2,0,157,368
Murray State,Ronald Greene [1263],,65,379,2,0,27,368
Princeton,Pete Carril [504],,6,379,2,0,1,368
Saint Mary's (CA),Bill Oates [2418],,80,379,2,0,157,368
Virginia Commonwealth,J.D. Barnett [150],,66,379,2,0,1,368
Tennessee Tech,Tom Deaton [782],,81,379,2,0,181,368
Butler,Joe Sexson [2886],,128,379,2,0,157,368
Fresno State,Tiny Grant [1243],,24,379,2,0,1,368
Hardin-Simmons,Jim Hatfield [1393],,128,379,2,0,181,368
Wichita State,Gene Smithson [2975],,174,379,2,0,1,368
Baylor,Jim Haller [1325],,193,379,2,0,27,368
Eastern Michigan,Jim Boyce [303],,211,379,2,0,181,368
South Alabama,Cliff Ellis [963],,68,379,2,0,53,368
Florida State,Joe Williams [3407],,118,379,2,0,53,368
Florida,Norm Sloan [2944],,148,379,2,0,200,368
Alabama,Wimp Sanderson [2815],,144,379,2,0,79,368
Georgia Southern,Frank Kerns [1749],,130,379,2,0,200,368
Oregon State,Ralph Miller [2217],,5,379,2,0,27,368
Rider,John Carpenter [503],,59,379,2,0,200,368
San Jose State,Bill Berry [226],,66,379,2,0,79,368
Montana State,Bruce Haroldson [1359],,25,379,2,0,53,368
Boston College,Tom Davis [771],,181,379,2,0,1,368
