Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
North Carolina,Anson Dorrance,,,,,,1,,,
UConn,Len Tsantiris,,,,,,2,,,
Florida,Becky Burleigh,,,,,,3,,,
Santa Clara,Jerry Smith,,,,,,4,,,
Notre Dame,Randy Waldrum,,,,,,5,,,
William & Mary,John Daly,,,,,,6,,,
James Madison,David Lombardo,,,,,,7,,,
Texas A&M,G. Guerrieri,,,,,,8,,,
Texas,Chris Petrucelli,,,,,,9,,,
Boston U.,Nancy Feldman,,,,,,10,,,
Richmond,Peter Albright,,,,,,11,,,
Florida St.,Mark Krikorian,,,,,,12,,,
Brown,Phil Pincince,,,,,,13,,,
Old Dominion,Joe Pereira,,,,,,14,,,
Virginia,Steve Swanson,,,,,,15,,,
BYU,Jennifer Rockwood,,,,,,16,,,
Denver,Jeff Hooker,,,,,,17,,,
Colorado,Bill Hempen,,,,,,18,,,
Dayton,Mike Tucker,,,,,,19,,,
Nebraska,John Walker,,,,,,20,,,
Navy,Carin Gabarra,,,,,,21,,,
Kentucky,Bob Sheehan,,,,,,22,,,
Marquette,Markus Roeders,,,,,,23,,,
Wake Forest,Tony Da Luz,,,,,,24,,,
Harvard,Ray Leone,,,,,,25,,,
Stanford,Coach Unknown,,,,,,26,,,
Portland,Coach Unknown,,,,,,27,,,
UNC Greensboro,Coach Unknown,,,,,,28,,,
Hofstra,Coach Unknown,,,,,,29,,,
Maryland,Coach Unknown,,,,,,30,,,
UC Irvine,Coach Unknown,,,,,,31,,,
Siena,Coach Unknown,,,,,,32,,,
Oklahoma St.,Coach Unknown,,,,,,33,,,
LIU Brooklyn,Coach Unknown,,,,,,34,,,
Southeastern La.,Coach Unknown,,,,,,35,,,
Oregon St.,Coach Unknown,,,,,,36,,,
West Virginia,Coach Unknown,,,,,,37,,,
Creighton,Coach Unknown,,,,,,38,,,
Toledo,Coach Unknown,,,,,,39,,,
Charlotte,Coach Unknown,,,,,,40,,,
Central Mich.,Coach Unknown,,,,,,41,,,
Ohio St.,Coach Unknown,,,,,,42,,,
Memphis,Coach Unknown,,,,,,43,,,
Army,Coach Unknown,,,,,,44,,,
Saint Francis (PA),Coach Unknown,,,,,,45,,,
New Mexico,Coach Unknown,,,,,,46,,,
UCF,Coach Unknown,,,,,,47,,,
Louisiana Tech,Coach Unknown,,,,,,48,,,
Northern Ariz.,Coach Unknown,,,,,,49,,,
South Dakota St.,Coach Unknown,,,,,,50,,,
Illinois,Coach Unknown,,,,,,51,,,
Austin Peay,Coach Unknown,,,,,,52,,,
Stephen F. Austin,Coach Unknown,,,,,,53,,,
Boston College,Coach Unknown,,,,,,54,,,
Jacksonville,Coach Unknown,,,,,,55,,,
Ark.-Pine Bluff,Coach Unknown,,,,,,56,,,
Long Beach St.,Coach Unknown,,,,,,57,,,
South Carolina,Coach Unknown,,,,,,58,,,
Oakland,Coach Unknown,,,,,,59,,,
South Carolina St.,Coach Unknown,,,,,,60,,,
Wisconsin,Coach Unknown,,,,,,61,,,
South Fla.,Coach Unknown,,,,,,62,,,
Minnesota,Coach Unknown,,,,,,63,,,
Canisius,Coach Unknown,,,,,,64,,,
Idaho,Coach Unknown,,,,,,65,,,
Houston,Coach Unknown,,,,,,66,,,
Georgetown,Coach Unknown,,,,,,67,,,
Samford,Coach Unknown,,,,,,68,,,
Southern California,Coach Unknown,,,,,,69,,,
North Dakota St.,Coach Unknown,,,,,,70,,,
Lehigh,Coach Unknown,,,,,,71,,,
Jackson St.,Coach Unknown,,,,,,72,,,
Morehead St.,Coach Unknown,,,,,,73,,,
Miami (OH),Coach Unknown,,,,,,74,,,
Seattle,Coach Unknown,,,,,,75,,,
Michigan,Coach Unknown,,,,,,76,,,
Radford,Coach Unknown,,,,,,77,,,
Charleston So.,Coach Unknown,,,,,,78,,,
Georgia St.,Coach Unknown,,,,,,79,,,
Georgia,Coach Unknown,,,,,,80,,,
Milwaukee,Coach Unknown,,,,,,81,,,
North Texas,Coach Unknown,,,,,,82,,,
San Jose St.,Coach Unknown,,,,,,83,,,
Columbia,Coach Unknown,,,,,,84,,,
Niagara,Coach Unknown,,,,,,85,,,
Loyola Marymount,Coach Unknown,,,,,,86,,,
Monmouth,Coach Unknown,,,,,,87,,,
UTSA,Coach Unknown,,,,,,88,,,
UCLA,Coach Unknown,,,,,,89,,,
Drake,Coach Unknown,,,,,,90,,,
Northern Colo.,Coach Unknown,,,,,,91,,,
Missouri St.,Coach Unknown,,,,,,92,,,
Baylor,Coach Unknown,,,,,,93,,,
George Mason,Coach Unknown,,,,,,94,,,
Citadel,Coach Unknown,,,,,,95,,,
Elon,Coach Unknown,,,,,,96,,,
Texas St.,Coach Unknown,,,,,,97,,,
Western Ill.,Coach Unknown,,,,,,98,,,
Princeton,Coach Unknown,,,,,,99,,,
SMU,Coach Unknown,,,,,,100,,,
Oklahoma,Coach Unknown,,,,,,101,,,
Washington,Coach Unknown,,,,,,102,,,
Middle Tenn.,Coach Unknown,,,,,,103,,,
Michigan St.,Coach Unknown,,,,,,104,,,
Longwood,Coach Unknown,,,,,,105,,,
UTEP,Coach Unknown,,,,,,106,,,
California,Coach Unknown,,,,,,107,,,
UNLV,Coach Unknown,,,,,,108,,,
Troy,Coach Unknown,,,,,,109,,,
Texas Tech,Coach Unknown,,,,,,110,,,
Pepperdine,Coach Unknown,,,,,,111,,,
San Diego,Coach Unknown,,,,,,112,,,
St. Bonaventure,Coach Unknown,,,,,,113,,,
Auburn,Coach Unknown,,,,,,114,,,
Cal St. Northridge,Coach Unknown,,,,,,115,,,
Western Mich.,Coach Unknown,,,,,,116,,,
Duke,Coach Unknown,,,,,,117,,,
Providence,Coach Unknown,,,,,,118,,,
Penn,Coach Unknown,,,,,,119,,,
Illinois St.,Coach Unknown,,,,,,120,,,
Miami (FL),Coach Unknown,,,,,,121,,,
Sacred Heart,Coach Unknown,,,,,,122,,,
Albany (NY),Coach Unknown,,,,,,123,,,
Coastal Caro.,Coach Unknown,,,,,,124,,,
Wright St.,Coach Unknown,,,,,,125,,,
FIU,Coach Unknown,,,,,,126,,,
Penn St.,Coach Unknown,,,,,,127,,,
Eastern Mich.,Coach Unknown,,,,,,128,,,
Utah St.,Coach Unknown,,,,,,129,,,
La Salle,Coach Unknown,,,,,,130,,,
DePaul,Coach Unknown,,,,,,131,,,
Northeastern,Coach Unknown,,,,,,132,,,
Oral Roberts,Coach Unknown,,,,,,133,,,
East Tenn. St.,Coach Unknown,,,,,,134,,,
Cleveland St.,Coach Unknown,,,,,,135,,,
Colorado Col.,Coach Unknown,,,,,,136,,,
Louisville,Coach Unknown,,,,,,137,,,
Rider,Coach Unknown,,,,,,138,,,
St. Mary's (CA),Coach Unknown,,,,,,139,,,
Arizona St.,Coach Unknown,,,,,,140,,,
Detroit,Coach Unknown,,,,,,141,,,
