Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
North Carolina,Anson Dorrance,,,,,,1,,,
UConn,Len Tsantiris,,,,,,2,,,
Florida,Becky Burleigh,,,,,,3,,,
Santa Clara,Jerry Smith,,,,,,4,,,
Notre Dame,Randy Waldrum,,,,,,5,,,
William & Mary,John Daly,,,,,,6,,,
James Madison,David Lombardo,,,,,,7,,,
Texas A&M,G. Guerrieri,,,,,,8,,,
Texas,Chris Petrucelli,,,,,,9,,,
Boston U.,Nancy Feldman,,,,,,10,,,
Richmond,Peter Albright,,,,,,11,,,
Florida St.,Mark Krikorian,,,,,,12,,,
Brown,Phil Pincince,,,,,,13,,,
Old Dominion,Joe Pereira,,,,,,14,,,
Virginia,Steve Swanson,,,,,,15,,,
BYU,Jennifer Rockwood,,,,,,16,,,
Denver,Jeff Hooker,,,,,,17,,,
Colorado,Bill Hempen,,,,,,18,,,
Dayton,Mike Tucker,,,,,,19,,,
Nebraska,John Walker,,,,,,20,,,
Navy,Carin Gabarra,,,,,,21,,,
Kentucky,Bob Sheehan,,,,,,22,,,
Marquette,Markus Roeders,,,,,,23,,,
Wake Forest,Tony Da Luz,,,,,,24,,,
Harvard,Ray Leone,,,,,,25,,,
Stanford,Coach Unknown,,,,,,26,,,
Memphis,Coach Unknown,,,,,,27,,,
Oklahoma St.,Coach Unknown,,,,,,28,,,
Milwaukee,Coach Unknown,,,,,,29,,,
UCLA,Coach Unknown,,,,,,30,,,
Penn,Coach Unknown,,,,,,31,,,
Duke,Coach Unknown,,,,,,32,,,
La Salle,Coach Unknown,,,,,,33,,,
Stephen F. Austin,Coach Unknown,,,,,,34,,,
Pepperdine,Coach Unknown,,,,,,35,,,
Penn St.,Coach Unknown,,,,,,36,,,
Hartford,Coach Unknown,,,,,,37,,,
Central Mich.,Coach Unknown,,,,,,38,,,
West Virginia,Coach Unknown,,,,,,39,,,
North Dakota St.,Coach Unknown,,,,,,40,,,
Baylor,Coach Unknown,,,,,,41,,,
Ark.-Pine Bluff,Coach Unknown,,,,,,42,,,
Illinois,Coach Unknown,,,,,,43,,,
Long Beach St.,Coach Unknown,,,,,,44,,,
North Texas,Coach Unknown,,,,,,45,,,
UC Irvine,Coach Unknown,,,,,,46,,,
Campbell,Coach Unknown,,,,,,47,,,
Utah St.,Coach Unknown,,,,,,48,,,
Iowa,Coach Unknown,,,,,,49,,,
Georgetown,Coach Unknown,,,,,,50,,,
FGCU,Coach Unknown,,,,,,51,,,
Massachusetts,Coach Unknown,,,,,,52,,,
Radford,Coach Unknown,,,,,,53,,,
South Carolina,Coach Unknown,,,,,,54,,,
East Tenn. St.,Coach Unknown,,,,,,55,,,
Texas St.,Coach Unknown,,,,,,56,,,
Army,Coach Unknown,,,,,,57,,,
Michigan St.,Coach Unknown,,,,,,58,,,
Oregon St.,Coach Unknown,,,,,,59,,,
Missouri St.,Coach Unknown,,,,,,60,,,
Illinois St.,Coach Unknown,,,,,,61,,,
Tennessee,Coach Unknown,,,,,,62,,,
Samford,Coach Unknown,,,,,,63,,,
South Ala.,Coach Unknown,,,,,,64,,,
Auburn,Coach Unknown,,,,,,65,,,
Buffalo,Coach Unknown,,,,,,66,,,
New Mexico,Coach Unknown,,,,,,67,,,
Marist,Coach Unknown,,,,,,68,,,
UCF,Coach Unknown,,,,,,69,,,
Western Ky.,Coach Unknown,,,,,,70,,,
Seattle,Coach Unknown,,,,,,71,,,
Jacksonville,Coach Unknown,,,,,,72,,,
Southeast Mo. St.,Coach Unknown,,,,,,73,,,
Toledo,Coach Unknown,,,,,,74,,,
UT Martin,Coach Unknown,,,,,,75,,,
South Dakota St.,Coach Unknown,,,,,,76,,,
Detroit,Coach Unknown,,,,,,77,,,
Louisville,Coach Unknown,,,,,,78,,,
Saint Francis (PA),Coach Unknown,,,,,,79,,,
Boston College,Coach Unknown,,,,,,80,,,
Fresno St.,Coach Unknown,,,,,,81,,,
California,Coach Unknown,,,,,,82,,,
Maryland,Coach Unknown,,,,,,83,,,
Western Mich.,Coach Unknown,,,,,,84,,,
Wyoming,Coach Unknown,,,,,,85,,,
Georgia,Coach Unknown,,,,,,86,,,
Sacred Heart,Coach Unknown,,,,,,87,,,
Colgate,Coach Unknown,,,,,,88,,,
Virginia Tech,Coach Unknown,,,,,,89,,,
FIU,Coach Unknown,,,,,,90,,,
Winthrop,Coach Unknown,,,,,,91,,,
Yale,Coach Unknown,,,,,,92,,,
Col. of Charleston,Coach Unknown,,,,,,93,,,
LSU,Coach Unknown,,,,,,94,,,
Washington St.,Coach Unknown,,,,,,95,,,
UC Davis,Coach Unknown,,,,,,96,,,
Southeastern La.,Coach Unknown,,,,,,97,,,
Kent St.,Coach Unknown,,,,,,98,,,
Missouri,Coach Unknown,,,,,,99,,,
Utah Valley,Coach Unknown,,,,,,100,,,
LIU Brooklyn,Coach Unknown,,,,,,101,,,
San Diego,Coach Unknown,,,,,,102,,,
Furman,Coach Unknown,,,,,,103,,,
Lafayette,Coach Unknown,,,,,,104,,,
Creighton,Coach Unknown,,,,,,105,,,
Cleveland St.,Coach Unknown,,,,,,106,,,
Monmouth,Coach Unknown,,,,,,107,,,
Rider,Coach Unknown,,,,,,108,,,
SMU,Coach Unknown,,,,,,109,,,
Colorado Col.,Coach Unknown,,,,,,110,,,
East Carolina,Coach Unknown,,,,,,111,,,
Wisconsin,Coach Unknown,,,,,,112,,,
Robert Morris,Coach Unknown,,,,,,113,,,
San Diego St.,Coach Unknown,,,,,,114,,,
Delaware,Coach Unknown,,,,,,115,,,
Rice,Coach Unknown,,,,,,116,,,
Morehead St.,Coach Unknown,,,,,,117,,,
UTEP,Coach Unknown,,,,,,118,,,
Ohio St.,Coach Unknown,,,,,,119,,,
Hofstra,Coach Unknown,,,,,,120,,,
Valparaiso,Coach Unknown,,,,,,121,,,
Miami (FL),Coach Unknown,,,,,,122,,,
St. Mary's (CA),Coach Unknown,,,,,,123,,,
Texas Tech,Coach Unknown,,,,,,124,,,
St. Bonaventure,Coach Unknown,,,,,,125,,,
Mercer,Coach Unknown,,,,,,126,,,
George Mason,Coach Unknown,,,,,,127,,,
North Carolina St.,Coach Unknown,,,,,,128,,,
Houston Baptist,Coach Unknown,,,,,,129,,,
Kansas,Coach Unknown,,,,,,130,,,
New Mexico St.,Coach Unknown,,,,,,131,,,
Wright St.,Coach Unknown,,,,,,132,,,
Tulsa,Coach Unknown,,,,,,133,,,
Wofford,Coach Unknown,,,,,,134,,,
Miami (OH),Coach Unknown,,,,,,135,,,
Portland St.,Coach Unknown,,,,,,136,,,
Austin Peay,Coach Unknown,,,,,,137,,,
Lamar,Coach Unknown,,,,,,138,,,
Canisius,Coach Unknown,,,,,,139,,,
Charleston So.,Coach Unknown,,,,,,140,,,
Michigan,Coach Unknown,,,,,,141,,,
Wagner,Coach Unknown,,,,,,142,,,
