Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
North Carolina,Anson Dorrance,,,,,,1,,,
UConn,Len Tsantiris,,,,,,2,,,
Florida,Becky Burleigh,,,,,,3,,,
Santa Clara,Jerry Smith,,,,,,4,,,
Notre Dame,Randy Waldrum,,,,,,5,,,
William & Mary,John Daly,,,,,,6,,,
James Madison,David Lombardo,,,,,,7,,,
Texas A&M,G. Guerrieri,,,,,,8,,,
Texas,Chris Petrucelli,,,,,,9,,,
Boston U.,Nancy Feldman,,,,,,10,,,
Richmond,Peter Albright,,,,,,11,,,
Florida St.,Mark Krikorian,,,,,,12,,,
Massachusetts,Jim Rudy,,,,,,13,,,
Brown,Phil Pincince,,,,,,14,,,
Old Dominion,Joe Pereira,,,,,,15,,,
Appalachian St.,Ben Popoola,,,,,,16,,,
Virginia,Steve Swanson,,,,,,17,,,
BYU,Jennifer Rockwood,,,,,,18,,,
Denver,Jeff Hooker,,,,,,19,,,
Colorado,Bill Hempen,,,,,,20,,,
Dayton,Mike Tucker,,,,,,21,,,
Syracuse,Patrick Farmer,,,,,,22,,,
Nebraska,John Walker,,,,,,23,,,
Navy,Carin Gabarra,,,,,,24,,,
Army,Gene Ventriglia,,,,,,25,,,
Kentucky,Bob Sheehan,,,,,,26,,,
Cincinnati,Meridy Glenn,,,,,,27,,,
Marquette,Markus Roeders,,,,,,28,,,
Wake Forest,Tony Da Luz,,,,,,29,,,
Arizona St.,Ray Leone,,,,,,30,,,
Portland,Coach Unknown,,,,,,31,,,
Penn St.,Coach Unknown,,,,,,32,,,
UCLA,Coach Unknown,,,,,,33,,,
Alabama A&M,Coach Unknown,,,,,,34,,,
Lehigh,Coach Unknown,,,,,,35,,,
Cal St. Fullerton,Coach Unknown,,,,,,36,,,
UTEP,Coach Unknown,,,,,,37,,,
Niagara,Coach Unknown,,,,,,38,,,
Central Conn. St.,Coach Unknown,,,,,,39,,,
Ball St.,Coach Unknown,,,,,,40,,,
Vanderbilt,Coach Unknown,,,,,,41,,,
Fla. Atlantic,Coach Unknown,,,,,,42,,,
Stephen F. Austin,Coach Unknown,,,,,,43,,,
Yale,Coach Unknown,,,,,,44,,,
California,Coach Unknown,,,,,,45,,,
North Texas,Coach Unknown,,,,,,46,,,
Saint Louis,Coach Unknown,,,,,,47,,,
Loyola Maryland,Coach Unknown,,,,,,48,,,
Pepperdine,Coach Unknown,,,,,,49,,,
Western Caro.,Coach Unknown,,,,,,50,,,
Samford,Coach Unknown,,,,,,51,,,
Hofstra,Coach Unknown,,,,,,52,,,
SMU,Coach Unknown,,,,,,53,,,
Davidson,Coach Unknown,,,,,,54,,,
Weber St.,Coach Unknown,,,,,,55,,,
Ole Miss,Coach Unknown,,,,,,56,,,
Gonzaga,Coach Unknown,,,,,,57,,,
Middle Tenn.,Coach Unknown,,,,,,58,,,
Jackson St.,Coach Unknown,,,,,,59,,,
Tennessee,Coach Unknown,,,,,,60,,,
Colgate,Coach Unknown,,,,,,61,,,
Dartmouth,Coach Unknown,,,,,,62,,,
South Ala.,Coach Unknown,,,,,,63,,,
Duke,Coach Unknown,,,,,,64,,,
Coastal Caro.,Coach Unknown,,,,,,65,,,
UNC Asheville,Coach Unknown,,,,,,66,,,
Furman,Coach Unknown,,,,,,67,,,
LIU Brooklyn,Coach Unknown,,,,,,68,,,
Northwestern St.,Coach Unknown,,,,,,69,,,
Oklahoma,Coach Unknown,,,,,,70,,,
Southeast Mo. St.,Coach Unknown,,,,,,71,,,
Long Beach St.,Coach Unknown,,,,,,72,,,
VCU,Coach Unknown,,,,,,73,,,
Boston College,Coach Unknown,,,,,,74,,,
Southern California,Coach Unknown,,,,,,75,,,
UC Riverside,Coach Unknown,,,,,,76,,,
Milwaukee,Coach Unknown,,,,,,77,,,
Utah,Coach Unknown,,,,,,78,,,
Wright St.,Coach Unknown,,,,,,79,,,
Detroit,Coach Unknown,,,,,,80,,,
Bowling Green,Coach Unknown,,,,,,81,,,
Georgia,Coach Unknown,,,,,,82,,,
Creighton,Coach Unknown,,,,,,83,,,
West Virginia,Coach Unknown,,,,,,84,,,
Rice,Coach Unknown,,,,,,85,,,
Michigan St.,Coach Unknown,,,,,,86,,,
Missouri St.,Coach Unknown,,,,,,87,,,
Maine,Coach Unknown,,,,,,88,,,
Memphis,Coach Unknown,,,,,,89,,,
Cal Poly,Coach Unknown,,,,,,90,,,
Villanova,Coach Unknown,,,,,,91,,,
Rhode Island,Coach Unknown,,,,,,92,,,
UNLV,Coach Unknown,,,,,,93,,,
Liberty,Coach Unknown,,,,,,94,,,
Duquesne,Coach Unknown,,,,,,95,,,
Illinois,Coach Unknown,,,,,,96,,,
Mississippi Val.,Coach Unknown,,,,,,97,,,
Oklahoma St.,Coach Unknown,,,,,,98,,,
UNC Greensboro,Coach Unknown,,,,,,99,,,
Kansas,Coach Unknown,,,,,,100,,,
Washington St.,Coach Unknown,,,,,,101,,,
Purdue,Coach Unknown,,,,,,102,,,
Nevada,Coach Unknown,,,,,,103,,,
Drake,Coach Unknown,,,,,,104,,,
Delaware,Coach Unknown,,,,,,105,,,
Binghamton,Coach Unknown,,,,,,106,,,
Georgetown,Coach Unknown,,,,,,107,,,
Iowa St.,Coach Unknown,,,,,,108,,,
Valparaiso,Coach Unknown,,,,,,109,,,
Saint Francis (PA),Coach Unknown,,,,,,110,,,
Harvard,Coach Unknown,,,,,,111,,,
Southern Utah,Coach Unknown,,,,,,112,,,
High Point,Coach Unknown,,,,,,113,,,
Western Ill.,Coach Unknown,,,,,,114,,,
Wisconsin,Coach Unknown,,,,,,115,,,
Cal St. Northridge,Coach Unknown,,,,,,116,,,
Louisville,Coach Unknown,,,,,,117,,,
Toledo,Coach Unknown,,,,,,118,,,
Stanford,Coach Unknown,,,,,,119,,,
Fairfield,Coach Unknown,,,,,,120,,,
Arizona,Coach Unknown,,,,,,121,,,
Princeton,Coach Unknown,,,,,,122,,,
Penn,Coach Unknown,,,,,,123,,,
Columbia,Coach Unknown,,,,,,124,,,
Xavier,Coach Unknown,,,,,,125,,,
Iona,Coach Unknown,,,,,,126,,,
Illinois St.,Coach Unknown,,,,,,127,,,
Evansville,Coach Unknown,,,,,,128,,,
Oregon St.,Coach Unknown,,,,,,129,,,
Wyoming,Coach Unknown,,,,,,130,,,
Western Mich.,Coach Unknown,,,,,,131,,,
Siena,Coach Unknown,,,,,,132,,,
Boise St.,Coach Unknown,,,,,,133,,,
Charlotte,Coach Unknown,,,,,,134,,,
Bucknell,Coach Unknown,,,,,,135,,,
San Diego St.,Coach Unknown,,,,,,136,,,
UCF,Coach Unknown,,,,,,137,,,
Oakland,Coach Unknown,,,,,,138,,,
Houston,Coach Unknown,,,,,,139,,,
Towson,Coach Unknown,,,,,,140,,,
Minnesota,Coach Unknown,,,,,,141,,,
New Hampshire,Coach Unknown,,,,,,142,,,
