Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
San Diego,Brad Holland [1507],,61,656,310,828,218,658,237,976
Rhode Island,Jim Baron [151],,138,656,204,828,187,658,194,976
Southern Utah,Bill Evans [991],,282,656,199,828,187,658,280,976
Norfolk State,Dwight Freeman [1119],,255,656,90,828,218,658,38,976
Saint Francis (PA),Bobby Jones [1662],,317,656,134,828,218,658,140,976
Hofstra,Tom Pecora [2492],,232,656,135,828,187,658,85,976
Southern Mississippi,Larry Eustachy [989],,167,656,258,828,249,658,265,976
Old Dominion,Blaine Taylor [3120],,228,656,115,828,125,658,68,976
New Hampshire,Phil Rowe [2779],,74,656,158,828,218,658,292,976
Indiana State,Royce Waltman [3298],,207,656,257,828,156,658,203,976
Cincinnati,Bob Huggins [1552],,157,656,13,828,1,658,134,976
Troy,Don Maestri [1987],,28,656,20,828,32,658,147,976
Morehead State,Kyle Macy [1984],,30,656,210,828,63,658,121,976
Tennessee,Buzz Peterson [2513],,175,656,176,828,218,658,286,976
Chattanooga,John Shulman [2917],,105,656,55,828,32,658,50,976
Quinnipiac,Joe DeSantis [798],,322,656,215,828,275,658,266,976
Memphis,John Calipari [457],,159,656,40,828,32,658,30,976
Providence,Tim Welsh [3344],,151,656,35,828,94,658,105,976
Missouri State,Barry Hinson [1481],,204,656,38,828,125,658,99,976
American,Jeff Jones [1672],,182,656,140,828,63,658,31,976
Mississippi,Rod Barnes [146],,180,656,255,828,297,658,268,976
La Salle,John Giannini [1181],,139,656,267,828,218,658,284,976
Green Bay,Tod Kowalczyk [1797],,124,656,166,828,94,658,79,976
Purdue,Gene Keady [1710],,100,656,52,828,249,658,232,976
Weber State,Joe Cravens [688],,262,656,113,828,63,658,124,976
Portland,Michael Holton [1523],,59,656,299,828,187,658,223,976
Alabama-Birmingham,Mike Anderson [69],,160,656,64,828,156,658,145,976
Kansas State,Jim Wooldridge [3470],,39,656,216,828,249,658,285,976
Saint Peter's,Bob Leckie [1876],,64,656,145,828,94,658,114,976
Maryland-Eastern Shore,Lawrence Lesett [1896],,256,656,188,828,249,658,169,976
Stephen F. Austin,Danny Kaspar [1706],,296,656,37,828,94,658,27,976
Penn State,Ed DeChellis [784],,104,656,280,828,297,658,252,976
Fordham,Dereck Whittenburg [3379],,142,656,306,828,297,658,253,976
Maine,Ted Woodward [3469],,24,656,111,828,94,658,87,976
Northern Illinois,Rob Judson [1694],,248,656,274,828,311,658,191,976
Buffalo,Reggie Witherspoon [3454],,239,656,104,828,125,658,103,976
Cal State Fullerton,Bob Burton [435],,224,656,245,828,187,658,195,976
East Carolina,Bill Herrion [1445],,166,656,300,828,318,658,179,976
Eastern Kentucky,Travis Ford [1089],,31,656,227,828,125,658,9,976
Illinois-Chicago,Jimmy Collins [617],,123,656,57,828,63,658,104,976
North Carolina-Greensboro,Fran McCaffery [2065],,113,656,222,828,156,658,247,976
Bradley,Jim Les [1895],,206,656,220,828,249,658,245,976
St. Francis (NY),Ron Ganulin [1148],,313,656,116,828,32,658,98,976
