Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
San Diego,Bill Grier [1275],,38,688,184,845,126,679,197,1005
Rhode Island,Jim Baron [151],,133,688,18,845,126,679,40,1005
Southern Utah,Roger Reid [2663],,47,688,117,845,157,679,283,1005
Norfolk State,Anthony Evans [990],,309,688,97,845,188,679,151,1005
Saint Francis (PA),Bobby Jones [1662],,241,688,264,845,296,679,246,1005
Hofstra,Tom Pecora [2492],,55,688,7,845,1,679,140,1005
Southern Mississippi,Larry Eustachy [989],,218,688,255,845,157,679,22,1005
Old Dominion,Blaine Taylor [3120],,50,688,9,845,64,679,109,1005
New Hampshire,Bill Herrion [1445],,212,688,207,845,95,679,296,1005
Indiana State,Kevin McKenna [2135],,174,688,195,845,219,679,173,1005
Central Arkansas,Central Arkansas_UNKNOWN_COACH,,183,688,284,845,296,679,242,1005
Cincinnati,Mick Cronin [702],,126,688,314,845,321,679,232,1005
Troy,Don Maestri [1987],,324,688,136,845,311,679,227,1005
Morehead State,Donnie Tyndall [3214],,282,688,169,845,276,679,314,1005
Tennessee,Bruce Pearl [2489],,285,688,44,845,32,679,62,1005
Chattanooga,John Shulman [2917],,78,688,279,845,219,679,269,1005
Quinnipiac,Tom Moore [2261],,188,688,101,845,32,679,25,1005
Memphis,John Calipari [457],,2,688,173,845,1,679,1,1005
Missouri State,Barry Hinson [1481],,154,688,181,845,64,679,48,1005
Providence,Tim Welsh [3344],,123,688,244,845,219,679,300,1005
American,Jeff Jones [1672],,32,688,304,845,95,679,85,1005
Mississippi,Andy Kennedy [1737],,292,688,167,845,296,679,100,1005
La Salle,John Giannini [1181],,141,688,300,845,321,679,240,1005
Green Bay,Tod Kowalczyk [1797],,74,688,252,845,95,679,236,1005
Purdue,Matt Painter [2455],,186,688,172,845,95,679,117,1005
Weber State,Randy Rahe [2624],,251,688,74,845,1,679,73,1005
Portland,Eric Reveno [2674],,39,688,240,845,157,679,304,1005
Alabama-Birmingham,Mike Davis [768],,222,688,251,845,251,679,308,1005
Kansas State,Frank Martin [2031],,106,688,141,845,64,679,111,1005
Saint Peter's,John Dunne [905],,232,688,285,845,251,679,268,1005
Maryland-Eastern Shore,Meredith Smith [2968],,312,688,317,845,296,679,165,1005
